student_id,name,gender,age,grade_level,parental_education,study_hours_per_week,attendance_rate,internet_access,extracurricular_activities,test_prep_course,sleep_hours,previous_score,math_score,science_score,english_score,final_score,passed,risk_level
STU10172,Sneha Mehta,Female,16,Grade 12,Bachelor's Degree,5.3,94.9,No,No,Completed,5.5,61.5,43.0,50.0,59.0,54.1,Yes,High
STU10173,Vikram Mehta,Female,18,Grade 11,Bachelor's Degree,12.3,58.7,Yes,Yes,Not Completed,6.5,45.0,50.0,50.0,36.0,46.4,No,High
STU10174,Gaurav Sen,Male,17,Grade 10,High School,6.7,83.1,Yes,Yes,Not Completed,5.3,36.7,30.0,36.0,38.0,29.1,No,High
STU10175,Dev Saxena,Male,18,Grade 10,Some College,16.0,76.3,Yes,No,Not Completed,5.9,52.9,44.0,53.0,45.0,47.0,No,High
STU10176,Swati Choudhary,Male,19,Grade 12,Associate Degree,6.0,99.0,Yes,Yes,Not Completed,7.3,63.0,67.0,53.0,66.0,68.7,Yes,Medium
STU10177,Aditya Menon,Female,19,Grade 10,Bachelor's Degree,8.5,69.1,Yes,No,Not Completed,6.1,45.5,52.0,41.0,43.0,47.0,No,High
STU10178,Deepika Verma,Male,16,Grade 10,High School,6.8,84.6,Yes,No,Not Completed,6.4,35.3,29.0,25.0,28.0,30.7,No,High
STU10179,Ananya Mehta,Male,19,Grade 12,Some College,5.5,78.4,Yes,Yes,Completed,7.7,52.6,45.0,52.0,53.0,56.7,Yes,Medium
STU10180,Akash Saxena,Male,15,Grade 11,Bachelor's Degree,11.8,73.3,Yes,Yes,Not Completed,8.7,53.5,52.0,56.0,60.0,59.0,Yes,Medium
STU10181,Gaurav Mishra,Male,17,Grade 12,Associate Degree,9.4,93.2,Yes,Yes,Completed,6.6,52.5,50.0,57.0,45.0,59.4,Yes,Medium
STU10182,Varun Ghosh,Male,15,Grade 12,Bachelor's Degree,13.9,84.0,Yes,Yes,Completed,6.9,59.5,61.0,47.0,61.0,61.6,Yes,Medium
STU10183,Rohan Menon,Male,19,Grade 11,Bachelor's Degree,10.6,55.4,Yes,Yes,Not Completed,7.4,35.0,34.0,32.0,38.0,34.2,No,High
STU10184,Priya Joshi,Female,19,Grade 12,Bachelor's Degree,11.3,85.9,Yes,Yes,Not Completed,7.7,62.1,53.0,63.0,62.0,59.4,Yes,Medium
STU10185,Priya Dhawan,Female,16,Grade 11,High School,5.9,92.0,Yes,Yes,Completed,7.7,59.3,59.0,65.0,69.0,68.9,Yes,Medium
STU10186,Bhavna Srivastava,Male,16,Grade 12,Bachelor's Degree,18.6,92.5,Yes,No,Not Completed,7.4,53.6,55.0,58.0,48.0,56.5,Yes,Medium
STU10187,Tara Ghosh,Female,18,Grade 11,Some College,14.5,87.2,Yes,No,Completed,5.6,64.8,54.0,54.0,64.0,56.5,Yes,Medium
STU10188,Manav Rao,Male,15,Grade 10,Associate Degree,19.1,69.5,Yes,No,Not Completed,4.2,54.5,53.0,45.0,55.0,50.5,Yes,High
STU10189,Tanvi Bhatt,Male,17,Grade 12,Associate Degree,2.4,93.1,No,No,Not Completed,6.8,43.0,38.0,41.0,43.0,40.2,No,High
STU10190,Zara Shukla,Female,18,Grade 10,Bachelor's Degree,13.2,82.8,Yes,Yes,Completed,6.8,59.8,56.0,47.0,54.0,52.7,Yes,High
STU10191,Karan Tiwari,Male,15,Grade 11,High School,2.5,90.6,Yes,Yes,Not Completed,6.2,36.4,37.0,41.0,33.0,33.1,No,High
STU10192,Kartik Sharma,Male,18,Grade 10,Associate Degree,7.3,92.9,Yes,Yes,Not Completed,6.9,45.3,49.0,40.0,43.0,44.8,No,High
STU10193,Aditya Chatterjee,Male,19,Grade 11,Some College,10.6,91.7,Yes,No,Not Completed,7.9,44.2,38.0,55.0,42.0,34.3,No,High
STU10194,Abhinav Srivastava,Female,16,Grade 11,Bachelor's Degree,3.0,66.9,Yes,Yes,Completed,9.1,56.3,69.0,53.0,56.0,53.3,Yes,High
STU10195,Neha Malhotra,Male,18,Grade 12,Some College,4.6,92.2,Yes,Yes,Not Completed,6.2,44.7,46.0,41.0,37.0,42.9,No,High
STU10196,Shreya Krishnan,Female,19,Grade 10,High School,14.5,79.0,Yes,Yes,Not Completed,6.1,43.7,45.0,51.0,38.0,48.7,No,High
STU10197,Preeti Mehta,Male,19,Grade 10,Some College,5.1,87.9,Yes,Yes,Not Completed,6.2,43.1,32.0,55.0,33.0,47.7,No,High
STU10198,Neha Bhatt,Female,16,Grade 10,High School,6.4,91.0,No,Yes,Not Completed,4.7,49.9,45.0,50.0,48.0,48.3,No,High
STU10199,Lavanya Krishnan,Female,18,Grade 12,High School,9.1,59.0,Yes,Yes,Not Completed,6.5,40.1,30.0,44.0,39.0,35.6,No,High
STU10200,Aryan Chopra,Male,18,Grade 11,High School,7.2,87.3,Yes,No,Not Completed,6.9,44.5,53.0,50.0,48.0,50.7,Yes,High
STU10201,Aman Iyer,Male,19,Grade 10,Master's Degree,9.5,73.7,No,Yes,Completed,8.1,54.5,46.0,47.0,45.0,45.5,No,High
STU10202,Siddharth Banerjee,Female,15,Grade 11,Master's Degree,3.8,70.7,Yes,Yes,Not Completed,8.3,48.0,49.0,57.0,40.0,56.9,Yes,Medium
STU10203,Manav Rao,Male,15,Grade 11,Some College,6.8,89.6,Yes,No,Completed,6.5,55.4,65.0,53.0,42.0,59.4,Yes,Medium
STU10204,Sanjay Mishra,Male,16,Grade 11,Some College,2.7,92.2,Yes,No,Not Completed,7.3,49.6,52.0,50.0,38.0,46.2,No,High
STU10205,Varun Das,Male,17,Grade 12,High School,10.2,93.3,Yes,Yes,Not Completed,6.9,51.4,63.0,38.0,53.0,53.9,Yes,High
STU10206,Varun Jain,Male,17,Grade 10,Some College,10.1,86.0,Yes,Yes,Not Completed,8.2,45.9,43.0,54.0,36.0,41.5,No,High
STU10207,Gaurav Iyer,Male,16,Grade 11,Bachelor's Degree,4.0,61.2,Yes,No,Not Completed,6.9,35.0,25.0,37.0,32.0,34.1,No,High
STU10208,Rohan Deshmukh,Male,18,Grade 11,High School,20.2,79.1,Yes,No,Completed,5.9,62.7,64.0,62.0,57.0,62.5,Yes,Medium
STU10209,Mohit Verma,Male,15,Grade 10,Some College,2.0,97.0,Yes,Yes,Not Completed,8.5,49.8,56.0,47.0,44.0,51.0,Yes,High
STU10210,Kartik Dutta,Male,15,Grade 11,Bachelor's Degree,6.5,78.5,Yes,Yes,Not Completed,7.2,50.9,39.0,61.0,50.0,57.3,Yes,Medium
STU10211,Arjun Chatterjee,Male,15,Grade 12,Associate Degree,17.6,77.3,Yes,Yes,Not Completed,8.4,61.1,55.0,76.0,43.0,61.7,Yes,Medium
STU10212,Diya Bhatt,Female,15,Grade 11,Some College,2.4,93.2,Yes,No,Not Completed,6.2,47.1,56.0,53.0,41.0,54.7,Yes,High
STU10213,Rahul Rao,Male,15,Grade 11,Master's Degree,10.1,97.5,Yes,Yes,Not Completed,8.4,55.2,51.0,46.0,55.0,51.7,Yes,High
STU10214,Swati Dubey,Male,17,Grade 12,Bachelor's Degree,5.9,80.0,Yes,Yes,Not Completed,6.9,46.4,32.0,55.0,45.0,47.1,No,High
STU10215,Preeti Ghosh,Female,19,Grade 10,Some College,4.2,91.5,Yes,No,Completed,7.1,55.4,49.0,40.0,50.0,51.7,Yes,High
STU10216,Kavya Saxena,Female,15,Grade 11,High School,4.9,78.7,Yes,Yes,Not Completed,6.3,40.2,35.0,34.0,32.0,29.7,No,High
STU10217,Arjun Nair,Male,16,Grade 12,Associate Degree,17.1,69.4,Yes,Yes,Not Completed,6.6,58.4,47.0,60.0,62.0,54.0,Yes,High
STU10218,Pooja Patel,Female,17,Grade 10,High School,14.4,95.4,No,Yes,Not Completed,8.0,61.6,56.0,65.0,73.0,62.5,Yes,Medium
STU10219,Aryan Pandey,Male,18,Grade 10,Some College,2.2,64.2,Yes,Yes,Not Completed,7.6,35.6,29.0,39.0,32.0,33.2,No,High
STU10220,Kavya Chatterjee,Male,19,Grade 12,Associate Degree,12.6,80.6,Yes,No,Completed,5.8,64.9,71.0,68.0,64.0,63.7,Yes,Medium
STU10221,Riya Mehta,Female,15,Grade 12,Bachelor's Degree,6.7,71.1,Yes,Yes,Not Completed,7.0,53.1,35.0,48.0,46.0,44.7,No,High
STU10222,Siddharth Roy,Female,18,Grade 12,High School,8.3,69.8,Yes,No,Completed,6.8,51.0,52.0,44.0,50.0,42.1,No,High
STU10223,Diya Choudhary,Male,17,Grade 11,Associate Degree,8.4,84.2,Yes,Yes,Not Completed,7.3,55.8,65.0,62.0,46.0,51.7,Yes,High
STU10224,Rahul Sharma,Male,17,Grade 12,High School,11.5,73.6,Yes,Yes,Completed,6.0,59.7,65.0,59.0,58.0,63.1,Yes,Medium
STU10225,Varun Mehta,Female,18,Grade 11,Associate Degree,8.4,92.7,Yes,Yes,Completed,6.3,59.3,58.0,65.0,57.0,59.2,Yes,Medium
STU10226,Kritika Mishra,Male,17,Grade 11,Some College,13.3,76.1,Yes,Yes,Not Completed,8.2,55.5,56.0,56.0,64.0,58.5,Yes,Medium
STU10227,Pooja Banerjee,Male,18,Grade 10,Associate Degree,6.0,74.3,Yes,Yes,Not Completed,6.7,37.1,36.0,44.0,49.0,46.6,No,High
STU10228,Kavya Jain,Male,19,Grade 11,Bachelor's Degree,3.5,89.8,Yes,No,Not Completed,8.7,50.6,58.0,40.0,40.0,48.9,No,High
STU10229,Gaurav Saxena,Female,18,Grade 11,Bachelor's Degree,2.0,89.2,Yes,Yes,Not Completed,6.8,53.7,47.0,36.0,44.0,46.3,No,High
STU10230,Aarav Bose,Female,19,Grade 12,Master's Degree,4.3,86.6,Yes,No,Not Completed,5.7,39.3,25.0,29.0,33.0,40.4,No,High
STU10231,Shreya Saxena,Female,19,Grade 11,Associate Degree,8.7,55.9,Yes,Yes,Completed,6.4,40.3,36.0,33.0,43.0,38.0,No,High
STU10232,Dev Banerjee,Male,16,Grade 12,Associate Degree,5.3,53.3,Yes,Yes,Not Completed,5.3,35.0,33.0,33.0,45.0,31.4,No,High
STU10233,Arjun Gupta,Male,18,Grade 10,High School,14.6,70.9,Yes,No,Completed,7.5,57.7,49.0,55.0,52.0,62.9,Yes,Medium
STU10234,Kritika Khan,Female,15,Grade 11,Master's Degree,10.5,88.6,No,Yes,Not Completed,6.3,51.2,63.0,44.0,46.0,53.2,Yes,High
STU10235,Karan Bhatt,Female,16,Grade 10,Associate Degree,6.9,82.7,Yes,Yes,Not Completed,8.3,53.7,55.0,41.0,62.0,53.9,Yes,High
STU10236,Varun Khan,Male,16,Grade 11,Associate Degree,10.8,66.5,Yes,No,Not Completed,7.8,38.4,36.0,32.0,35.0,34.6,No,High
STU10237,Aman Saxena,Male,15,Grade 11,High School,5.8,85.2,Yes,Yes,Completed,8.9,60.2,58.0,66.0,59.0,56.3,Yes,Medium
STU10238,Vikram Verma,Female,18,Grade 12,Associate Degree,5.9,96.9,No,No,Not Completed,7.1,44.0,35.0,37.0,43.0,37.4,No,High
STU10239,Aisha Joshi,Male,15,Grade 11,Some College,18.7,76.8,Yes,Yes,Completed,7.5,60.6,61.0,72.0,63.0,64.7,Yes,Medium
STU10240,Varun Krishnan,Male,17,Grade 12,High School,4.6,65.6,Yes,Yes,Not Completed,6.6,35.0,41.0,30.0,43.0,44.2,No,High
STU10241,Anjali Tiwari,Male,17,Grade 10,Bachelor's Degree,9.2,86.8,Yes,Yes,Not Completed,5.9,62.7,55.0,53.0,59.0,65.1,Yes,Medium
STU10242,Swati Choudhary,Male,15,Grade 12,Some College,14.2,45.0,Yes,No,Completed,5.5,54.5,47.0,42.0,55.0,48.9,No,High
STU10243,Neha Deshmukh,Female,15,Grade 12,Bachelor's Degree,18.8,49.1,Yes,Yes,Not Completed,5.0,51.1,53.0,50.0,48.0,44.3,No,High
STU10244,Lavanya Mishra,Male,15,Grade 10,High School,12.3,90.4,No,Yes,Not Completed,7.1,53.9,54.0,63.0,49.0,57.9,Yes,Medium
STU10245,Rohan Gupta,Male,18,Grade 10,High School,12.2,87.4,Yes,Yes,Not Completed,7.1,41.5,35.0,34.0,47.0,39.6,No,High
STU10246,Arjun Iyer,Female,18,Grade 11,High School,15.5,88.2,Yes,No,Not Completed,8.1,57.4,52.0,54.0,58.0,54.1,Yes,High
STU10247,Aisha Dubey,Male,19,Grade 12,Bachelor's Degree,6.4,63.4,Yes,Yes,Completed,7.0,50.0,46.0,51.0,52.0,52.4,Yes,High
STU10248,Sanjay Verma,Male,15,Grade 11,Associate Degree,7.5,78.4,Yes,Yes,Not Completed,8.8,53.2,56.0,48.0,43.0,47.7,No,High
STU10249,Ritu Bhatt,Male,15,Grade 12,Bachelor's Degree,5.4,92.9,Yes,No,Completed,6.5,57.4,48.0,55.0,50.0,48.8,No,High
STU10250,Aisha Agarwal,Male,18,Grade 10,Bachelor's Degree,6.4,90.4,No,No,Completed,7.5,68.1,65.0,59.0,66.0,68.1,Yes,Medium
STU10251,Aisha Nair,Male,19,Grade 12,Bachelor's Degree,5.5,77.3,Yes,No,Completed,8.1,58.4,47.0,62.0,56.0,55.5,Yes,Medium
STU10252,Nikhil Singh,Male,17,Grade 10,High School,7.0,86.6,Yes,No,Not Completed,6.6,37.5,52.0,39.0,38.0,44.0,No,High
STU10253,Meera Pillai,Female,16,Grade 12,Bachelor's Degree,9.4,55.5,Yes,Yes,Not Completed,8.2,50.9,42.0,44.0,48.0,45.6,No,High
STU10254,Abhinav Sen,Female,15,Grade 11,Bachelor's Degree,4.2,81.2,Yes,Yes,Not Completed,7.2,45.1,50.0,36.0,43.0,46.4,No,High
STU10255,Kavya Malhotra,Female,15,Grade 12,Associate Degree,5.7,90.9,Yes,Yes,Not Completed,7.9,42.7,26.0,42.0,46.0,40.0,No,High
STU10256,Nisha Dutta,Female,16,Grade 11,Some College,3.2,73.6,Yes,Yes,Not Completed,7.7,35.4,39.0,35.0,28.0,32.1,No,High
STU10257,Diya Sen,Female,17,Grade 10,Associate Degree,3.0,86.5,Yes,No,Not Completed,7.3,42.7,43.0,41.0,36.0,46.6,No,High
STU10258,Kabir Dubey,Male,16,Grade 10,Associate Degree,9.3,93.6,Yes,No,Completed,6.4,54.5,46.0,55.0,44.0,48.5,No,High
STU10259,Mohit Patel,Female,15,Grade 11,Some College,2.6,70.8,No,Yes,Completed,5.9,35.0,37.0,30.0,35.0,32.8,No,High
STU10260,Kavya Dutta,Male,15,Grade 10,High School,10.3,82.0,Yes,Yes,Not Completed,7.2,41.2,33.0,34.0,31.0,39.8,No,High
STU10261,Rahul Singh,Female,18,Grade 12,High School,2.0,89.3,Yes,No,Completed,6.1,46.2,35.0,32.0,42.0,39.0,No,High
STU10262,Meera Reddy,Male,18,Grade 11,High School,10.7,64.6,Yes,Yes,Completed,6.4,49.1,53.0,39.0,40.0,39.8,No,High
STU10263,Kartik Dutta,Female,18,Grade 12,High School,15.4,63.7,Yes,Yes,Not Completed,8.8,49.7,55.0,45.0,47.0,43.9,No,High
STU10264,Dev Roy,Female,19,Grade 11,Bachelor's Degree,6.5,94.3,Yes,Yes,Not Completed,8.3,49.1,45.0,40.0,47.0,48.9,No,High
STU10265,Lavanya Patel,Female,18,Grade 11,High School,7.0,92.1,Yes,Yes,Completed,5.8,43.8,36.0,51.0,48.0,48.2,No,High
STU10266,Tara Nair,Male,18,Grade 10,High School,6.9,72.4,No,Yes,Not Completed,7.9,37.8,34.0,47.0,39.0,39.4,No,High
STU10267,Sneha Deshmukh,Female,15,Grade 10,Some College,13.7,91.6,Yes,No,Not Completed,6.4,54.2,63.0,46.0,62.0,57.4,Yes,Medium
STU10268,Simran Roy,Male,18,Grade 12,Some College,3.9,90.5,Yes,Yes,Not Completed,6.0,37.6,25.0,37.0,42.0,33.5,No,High
STU10269,Bhavna Saxena,Male,19,Grade 12,Some College,12.3,94.7,Yes,No,Not Completed,8.0,59.0,56.0,60.0,64.0,55.8,Yes,Medium
STU10270,Tara Nair,Female,19,Grade 12,High School,13.3,63.0,No,Yes,Not Completed,6.9,36.0,37.0,26.0,33.0,35.3,No,High
STU10271,Nisha Menon,Male,16,Grade 11,Associate Degree,19.2,97.7,Yes,No,Not Completed,7.1,70.8,63.0,71.0,70.0,61.1,Yes,Medium
STU10272,Tanvi Pillai,Male,18,Grade 12,Associate Degree,3.8,83.1,Yes,No,Not Completed,7.1,41.1,57.0,25.0,42.0,38.9,No,High
STU10273,Arjun Deshmukh,Male,17,Grade 12,Bachelor's Degree,8.3,90.0,Yes,Yes,Completed,4.7,61.1,44.0,57.0,69.0,58.4,Yes,Medium
STU10274,Rahul Khan,Female,18,Grade 10,Some College,24.0,91.0,Yes,Yes,Completed,6.9,84.6,81.0,83.0,77.0,84.5,Yes,Low
STU10275,Sneha Joshi,Female,18,Grade 10,Some College,7.0,87.7,Yes,Yes,Completed,6.1,52.0,61.0,56.0,55.0,53.3,Yes,High
STU10276,Anjali Khan,Female,19,Grade 10,Some College,17.5,70.6,Yes,Yes,Completed,7.0,61.4,66.0,53.0,59.0,64.9,Yes,Medium
STU10277,Kritika Shukla,Male,15,Grade 11,High School,2.6,74.4,Yes,Yes,Not Completed,7.8,35.0,27.0,36.0,28.0,30.7,No,High
STU10278,Nikhil Menon,Female,17,Grade 12,Master's Degree,11.8,88.5,Yes,Yes,Completed,8.8,60.1,56.0,56.0,56.0,55.9,Yes,Medium
STU10279,Pooja Pandey,Female,19,Grade 12,Associate Degree,16.4,87.3,Yes,Yes,Not Completed,8.3,56.9,46.0,65.0,54.0,57.0,Yes,Medium
STU10280,Nisha Verma,Male,16,Grade 10,Some College,13.4,79.0,Yes,Yes,Completed,7.9,65.5,59.0,71.0,62.0,61.1,Yes,Medium
STU10281,Nikhil Shukla,Male,15,Grade 11,Bachelor's Degree,4.0,45.0,Yes,Yes,Not Completed,6.5,35.0,29.0,33.0,39.0,34.2,No,High
STU10282,Akash Choudhary,Male,19,Grade 12,High School,18.0,85.4,Yes,No,Completed,4.1,64.4,61.0,63.0,46.0,59.6,Yes,Medium
STU10283,Ritu Shukla,Female,19,Grade 12,Associate Degree,10.3,67.4,No,No,Completed,6.9,55.7,54.0,49.0,59.0,52.9,Yes,High
STU10284,Gaurav Dhawan,Female,16,Grade 11,High School,9.0,98.0,No,Yes,Completed,7.1,50.7,43.0,48.0,58.0,49.4,No,High
STU10285,Gaurav Mishra,Male,17,Grade 10,Some College,5.9,74.1,Yes,No,Completed,7.3,44.5,36.0,39.0,40.0,41.7,No,High
STU10286,Riya Verma,Male,15,Grade 10,Some College,3.4,90.7,Yes,Yes,Not Completed,8.0,40.5,44.0,44.0,40.0,45.9,No,High
STU10287,Anjali Patel,Female,19,Grade 10,Some College,10.7,60.5,No,Yes,Not Completed,7.5,35.0,27.0,26.0,32.0,27.9,No,High
STU10288,Siddharth Bhatt,Male,17,Grade 10,Master's Degree,7.2,87.4,Yes,No,Not Completed,7.0,65.2,78.0,55.0,61.0,76.1,Yes,Low
STU10289,Aisha Mishra,Male,19,Grade 12,High School,7.7,59.0,Yes,No,Completed,5.3,35.0,43.0,32.0,42.0,39.6,No,High
STU10290,Sneha Singh,Female,16,Grade 12,Associate Degree,13.7,95.6,Yes,Yes,Not Completed,7.0,59.3,60.0,65.0,58.0,69.2,Yes,Medium
STU10291,Ananya Joshi,Male,18,Grade 12,Some College,11.0,79.7,No,No,Completed,7.8,49.8,47.0,52.0,50.0,42.9,No,High
STU10292,Tara Ghosh,Male,18,Grade 11,Associate Degree,12.9,94.0,Yes,Yes,Completed,5.7,57.5,40.0,58.0,55.0,55.8,Yes,Medium
STU10293,Nisha Chopra,Female,17,Grade 11,Bachelor's Degree,3.9,89.4,Yes,Yes,Not Completed,5.4,46.2,52.0,34.0,38.0,45.6,No,High
STU10294,Meera Saxena,Male,19,Grade 12,Some College,5.0,85.3,No,No,Not Completed,5.6,35.0,27.0,45.0,34.0,38.7,No,High
STU10295,Pooja Gupta,Female,18,Grade 12,Some College,8.4,82.0,Yes,Yes,Not Completed,6.2,51.5,45.0,56.0,60.0,52.5,Yes,High
STU10296,Ananya Sharma,Female,17,Grade 10,Associate Degree,13.8,85.1,Yes,Yes,Not Completed,8.7,56.4,60.0,57.0,68.0,54.0,Yes,High
STU10297,Kabir Tiwari,Male,17,Grade 10,High School,7.6,86.0,No,No,Not Completed,7.2,37.3,40.0,41.0,38.0,39.4,No,High
STU10298,Aarav Ghosh,Male,16,Grade 10,Bachelor's Degree,19.4,85.7,Yes,Yes,Not Completed,6.6,67.2,58.0,62.0,67.0,62.8,Yes,Medium
STU10299,Siddharth Dubey,Female,19,Grade 12,Some College,13.6,82.7,Yes,Yes,Completed,6.3,57.3,50.0,46.0,56.0,54.3,Yes,High
STU10300,Mohit Pandey,Female,18,Grade 12,Bachelor's Degree,5.5,69.5,Yes,No,Completed,8.2,56.1,57.0,62.0,49.0,57.8,Yes,Medium
STU10301,Rohan Menon,Female,18,Grade 10,Associate Degree,5.7,85.9,Yes,Yes,Not Completed,9.0,37.6,43.0,31.0,36.0,39.9,No,High
STU10302,Karan Bose,Male,19,Grade 11,Some College,9.0,74.2,Yes,Yes,Not Completed,7.1,40.4,26.0,25.0,40.0,30.3,No,High
STU10303,Preeti Bhatt,Male,15,Grade 11,Bachelor's Degree,6.0,66.6,Yes,No,Not Completed,5.3,40.7,47.0,44.0,28.0,42.8,No,High
STU10304,Priya Deshmukh,Female,19,Grade 11,Associate Degree,6.6,85.1,Yes,Yes,Completed,8.4,56.4,45.0,45.0,45.0,50.0,Yes,High
STU10305,Gaurav Khan,Female,18,Grade 10,High School,11.7,95.0,Yes,Yes,Not Completed,7.7,44.4,45.0,56.0,50.0,55.5,Yes,Medium
STU10306,Kavya Menon,Male,19,Grade 10,Bachelor's Degree,13.1,80.5,Yes,No,Completed,5.7,65.1,56.0,67.0,62.0,55.3,Yes,Medium
STU10307,Zara Mishra,Male,16,Grade 11,Master's Degree,6.0,92.7,Yes,Yes,Not Completed,7.7,50.6,35.0,51.0,48.0,42.8,No,High
STU10308,Ishaan Reddy,Female,19,Grade 12,Some College,4.1,85.6,Yes,No,Not Completed,7.7,41.0,31.0,47.0,36.0,37.1,No,High
STU10309,Aditya Pandey,Male,16,Grade 10,High School,15.6,92.0,Yes,No,Not Completed,7.6,63.0,51.0,75.0,63.0,67.6,Yes,Medium
STU10310,Arjun Verma,Male,16,Grade 10,Some College,16.4,87.5,No,Yes,Not Completed,7.8,49.0,48.0,45.0,46.0,51.9,Yes,High
STU10311,Suresh Verma,Female,16,Grade 12,Associate Degree,2.5,65.3,Yes,Yes,Completed,6.9,44.3,47.0,36.0,48.0,50.3,Yes,High
STU10312,Shreya Pillai,Male,19,Grade 12,High School,3.1,94.8,Yes,Yes,Not Completed,7.9,37.5,42.0,28.0,45.0,42.0,No,High
STU10313,Abhinav Roy,Male,17,Grade 10,High School,5.9,82.8,Yes,No,Not Completed,8.3,35.0,31.0,32.0,33.0,38.2,No,High
STU10314,Harsh Reddy,Male,18,Grade 12,Some College,8.5,92.3,Yes,No,Completed,7.6,44.0,42.0,44.0,41.0,50.7,Yes,High
STU10315,Pooja Dhawan,Female,17,Grade 12,Bachelor's Degree,12.8,93.6,Yes,Yes,Not Completed,9.0,55.2,48.0,47.0,60.0,48.4,No,High
STU10316,Vikram Mishra,Male,18,Grade 10,Master's Degree,8.0,67.2,Yes,Yes,Not Completed,8.3,35.0,33.0,33.0,31.0,41.5,No,High
STU10317,Ananya Khan,Male,15,Grade 12,Bachelor's Degree,11.3,70.1,Yes,Yes,Not Completed,5.6,46.0,57.0,34.0,44.0,40.9,No,High
STU10318,Sneha Roy,Male,18,Grade 12,Master's Degree,15.3,94.7,Yes,No,Not Completed,5.5,65.3,51.0,62.0,61.0,61.8,Yes,Medium
STU10319,Neha Gupta,Male,19,Grade 12,Master's Degree,22.4,91.8,Yes,No,Completed,6.7,79.1,67.0,78.0,78.0,75.9,Yes,Low
STU10320,Aditya Deshmukh,Male,19,Grade 10,High School,3.6,95.4,Yes,No,Not Completed,7.8,35.0,28.0,40.0,40.0,36.7,No,High
STU10321,Ananya Srivastava,Female,17,Grade 12,Some College,5.0,90.0,Yes,Yes,Completed,7.6,59.6,58.0,55.0,51.0,51.0,Yes,High
STU10322,Sneha Chopra,Female,15,Grade 10,Bachelor's Degree,6.3,88.3,No,Yes,Not Completed,8.7,48.9,50.0,51.0,44.0,49.0,No,High
STU10323,Preeti Srivastava,Male,19,Grade 12,Master's Degree,11.9,93.5,Yes,No,Completed,7.8,69.7,73.0,71.0,67.0,69.9,Yes,Medium
STU10324,Ritu Mehta,Male,17,Grade 11,Some College,4.9,83.1,Yes,Yes,Not Completed,8.7,35.0,36.0,34.0,37.0,39.5,No,High
STU10325,Siddharth Bhatt,Male,19,Grade 10,Some College,5.4,50.7,Yes,Yes,Completed,8.2,37.2,34.0,33.0,33.0,35.3,No,High
STU10326,Abhinav Rao,Female,17,Grade 10,Associate Degree,14.4,68.0,Yes,No,Not Completed,5.9,48.9,39.0,51.0,42.0,43.3,No,High
STU10327,Neha Jain,Male,17,Grade 12,Associate Degree,9.2,73.3,Yes,No,Not Completed,5.8,35.0,35.0,36.0,28.0,32.0,No,High
STU10328,Mohit Sen,Female,17,Grade 10,Some College,2.9,90.9,No,Yes,Completed,6.7,35.0,31.0,34.0,33.0,45.2,No,High
STU10329,Kritika Verma,Male,17,Grade 12,Some College,19.2,77.1,Yes,No,Completed,8.6,62.0,64.0,47.0,63.0,55.2,Yes,Medium
STU10330,Gaurav Sheikh,Female,19,Grade 12,High School,6.4,92.5,Yes,Yes,Not Completed,8.3,48.1,44.0,35.0,48.0,49.3,No,High
STU10331,Sneha Mishra,Male,17,Grade 10,Master's Degree,15.1,78.2,No,No,Not Completed,4.9,56.0,50.0,49.0,62.0,51.3,Yes,High
STU10332,Mohit Chatterjee,Female,18,Grade 12,Associate Degree,7.1,78.8,Yes,No,Not Completed,8.5,45.4,34.0,60.0,42.0,47.1,No,High
STU10333,Aisha Patel,Male,17,Grade 10,Associate Degree,11.0,72.4,Yes,Yes,Completed,6.9,45.4,44.0,44.0,44.0,43.3,No,High
STU10334,Nisha Rao,Male,16,Grade 10,High School,8.1,91.1,Yes,Yes,Completed,6.5,57.1,59.0,50.0,52.0,57.7,Yes,Medium
STU10335,Kabir Verma,Female,17,Grade 10,Associate Degree,4.9,78.6,Yes,Yes,Completed,6.2,60.0,59.0,63.0,53.0,54.2,Yes,High
STU10336,Kartik Dubey,Female,17,Grade 12,Some College,7.9,61.4,Yes,Yes,Completed,6.3,47.8,42.0,40.0,50.0,40.9,No,High
STU10337,Kabir Sen,Male,16,Grade 10,Associate Degree,6.8,98.1,Yes,Yes,Not Completed,8.5,59.3,68.0,60.0,60.0,70.3,Yes,Medium
STU10338,Riya Roy,Female,18,Grade 10,High School,11.2,90.4,Yes,Yes,Not Completed,5.9,54.9,55.0,51.0,51.0,53.8,Yes,High
STU10339,Manav Khan,Female,18,Grade 12,Master's Degree,8.8,84.1,Yes,Yes,Not Completed,7.1,49.6,59.0,55.0,43.0,49.3,No,High
STU10340,Aryan Srivastava,Female,19,Grade 10,Bachelor's Degree,10.3,89.7,No,Yes,Not Completed,7.7,44.4,41.0,47.0,42.0,49.3,No,High
STU10341,Pooja Das,Female,17,Grade 12,Bachelor's Degree,6.3,87.5,Yes,Yes,Not Completed,5.9,37.2,25.0,26.0,44.0,35.0,No,High
STU10342,Akash Srivastava,Male,17,Grade 11,Some College,20.9,82.0,Yes,Yes,Not Completed,7.3,78.4,79.0,71.0,74.0,70.5,Yes,Medium
STU10343,Kartik Chatterjee,Male,16,Grade 10,High School,2.0,62.3,Yes,Yes,Completed,5.0,35.0,38.0,25.0,40.0,37.7,No,High
