student_id,name,gender,age,grade_level,parental_education,study_hours_per_week,attendance_rate,internet_access,extracurricular_activities,test_prep_course,sleep_hours,previous_score,math_score,science_score,english_score,final_score,passed,risk_level,stem_average,overall_subject_avg,study_attendance_index,score_delta
STU10143,Aman Pillai,Male,19,Grade 11,Bachelor's Degree,8.2,59.7,Yes,Yes,Completed,7.0,53.8,41.0,36.0,48.0,37.0,No,High,38.5,41.7,4.9,-16.8
STU10144,Karan Iyer,Female,17,Grade 11,Some College,14.8,84.7,Yes,No,Not Completed,9.3,49.5,44.0,57.0,52.0,56.6,Yes,Medium,50.5,51.0,12.54,7.1
STU10145,Kavya Pillai,Male,17,Grade 10,Some College,3.3,84.7,Yes,Yes,Not Completed,7.8,37.0,34.0,29.0,28.0,33.6,No,High,31.5,30.3,2.8,-3.4
STU10146,Shreya Deshmukh,Female,18,Grade 10,Associate Degree,7.6,56.8,Yes,No,Not Completed,7.2,36.6,36.0,42.0,31.0,28.8,No,High,39.0,36.3,4.32,-7.8
STU10147,Nikhil Tiwari,Male,17,Grade 12,Some College,9.1,95.9,Yes,No,Not Completed,6.8,59.9,46.0,52.0,57.0,47.0,No,High,49.0,51.7,8.73,-12.9
STU10148,Gaurav Dhawan,Female,19,Grade 10,Bachelor's Degree,5.2,75.4,Yes,Yes,Completed,7.1,54.2,45.0,55.0,61.0,54.8,Yes,High,50.0,53.7,3.92,0.6
STU10149,Sneha Iyer,Male,18,Grade 12,Associate Degree,6.4,61.7,Yes,Yes,Not Completed,6.6,39.2,31.0,53.0,28.0,39.4,No,High,42.0,37.3,3.95,0.2
STU10150,Kavya Das,Male,18,Grade 10,Associate Degree,5.8,56.5,Yes,Yes,Not Completed,4.9,38.4,39.0,38.0,39.0,37.6,No,High,38.5,38.7,3.28,-0.8
STU10151,Sneha Saxena,Female,18,Grade 12,Associate Degree,2.7,82.5,No,No,Not Completed,7.5,37.2,31.0,39.0,47.0,40.1,No,High,35.0,39.0,2.23,2.9
STU10152,Kavya Mishra,Male,18,Grade 12,High School,15.9,87.3,Yes,Yes,Not Completed,8.7,57.4,46.0,51.0,49.0,52.5,Yes,High,48.5,48.7,13.88,-4.9
STU10153,Bhavna Pandey,Male,19,Grade 11,High School,11.5,87.2,Yes,Yes,Not Completed,6.3,56.2,63.0,50.0,43.0,58.8,Yes,Medium,56.5,52.0,10.03,2.6
STU10154,Nikhil Pillai,Male,17,Grade 11,Bachelor's Degree,9.9,81.8,Yes,Yes,Completed,6.3,61.3,57.0,49.0,71.0,61.1,Yes,Medium,53.0,59.0,8.1,-0.2
STU10155,Dev Krishnan,Female,17,Grade 10,Bachelor's Degree,26.4,88.4,Yes,No,Not Completed,5.4,72.4,60.0,73.0,75.0,67.0,Yes,Medium,66.5,69.3,23.34,-5.4
STU10156,Anjali Dubey,Female,16,Grade 10,High School,8.0,89.7,Yes,No,Completed,8.1,53.7,58.0,48.0,42.0,55.1,Yes,Medium,53.0,49.3,7.18,1.4
STU10157,Anjali Das,Male,19,Grade 12,High School,5.1,57.7,Yes,Yes,Completed,7.9,43.5,45.0,39.0,35.0,46.7,No,High,42.0,39.7,2.94,3.2
STU10158,Suresh Saxena,Female,16,Grade 11,Associate Degree,2.5,86.2,Yes,No,Completed,7.7,41.2,47.0,33.0,37.0,43.5,No,High,40.0,39.0,2.15,2.3
STU10159,Dev Khan,Female,17,Grade 10,Associate Degree,8.6,77.0,Yes,No,Not Completed,7.9,42.6,37.0,34.0,44.0,43.4,No,High,35.5,38.3,6.62,0.8
STU10160,Preeti Dubey,Female,17,Grade 10,Bachelor's Degree,11.1,77.3,Yes,Yes,Not Completed,6.4,51.5,52.0,55.0,43.0,52.4,Yes,High,53.5,50.0,8.58,0.9
STU10161,Ananya Shukla,Male,16,Grade 12,Master's Degree,15.4,89.0,Yes,Yes,Not Completed,6.5,58.5,60.0,54.0,63.0,62.5,Yes,Medium,57.0,59.0,13.71,4.0
STU10162,Shreya Nair,Female,19,Grade 11,Some College,14.0,89.1,Yes,Yes,Not Completed,6.3,61.8,53.0,55.0,58.0,53.9,Yes,High,54.0,55.3,12.47,-7.9
STU10163,Aman Das,Male,17,Grade 10,Some College,12.8,81.7,Yes,No,Not Completed,6.6,42.5,37.0,43.0,35.0,37.3,No,High,40.0,38.3,10.46,-5.2
STU10164,Ananya Tiwari,Male,15,Grade 10,Some College,3.4,63.7,Yes,Yes,Not Completed,6.3,35.0,29.0,25.0,33.0,34.8,No,High,27.0,29.0,2.17,-0.2
STU10165,Zara Ghosh,Female,19,Grade 12,Master's Degree,3.5,79.5,Yes,No,Completed,7.9,47.1,50.0,56.0,38.0,46.5,No,High,53.0,48.0,2.78,-0.6
STU10166,Swati Singh,Female,16,Grade 12,Associate Degree,7.0,91.5,Yes,Yes,Not Completed,8.9,48.8,50.0,45.0,49.0,47.1,No,High,47.5,48.0,6.4,-1.7
STU10167,Pooja Joshi,Female,15,Grade 12,Bachelor's Degree,7.3,77.6,Yes,Yes,Not Completed,5.6,51.6,45.0,52.0,51.0,49.4,No,High,48.5,49.3,5.66,-2.2
STU10168,Manav Sen,Female,19,Grade 11,Bachelor's Degree,5.2,52.5,Yes,Yes,Not Completed,6.7,38.6,40.0,28.0,38.0,41.8,No,High,34.0,35.3,2.73,3.2
STU10169,Harsh Srivastava,Male,19,Grade 11,Bachelor's Degree,11.4,87.9,Yes,Yes,Completed,7.3,68.3,63.0,76.0,58.0,69.2,Yes,Medium,69.5,65.7,10.02,0.9
STU10170,Pooja Bose,Female,19,Grade 12,Bachelor's Degree,2.7,74.6,Yes,Yes,Completed,5.0,53.6,51.0,54.0,49.0,59.3,Yes,Medium,52.5,51.3,2.01,5.7
STU10171,Arjun Agarwal,Female,17,Grade 12,Some College,4.2,93.4,Yes,Yes,Completed,5.8,47.3,66.0,55.0,37.0,51.0,Yes,High,60.5,52.7,3.92,3.7
STU10172,Sneha Mehta,Female,16,Grade 12,Bachelor's Degree,5.3,94.9,No,No,Completed,5.5,61.5,43.0,50.0,59.0,54.1,Yes,High,46.5,50.7,5.03,-7.4
STU10173,Vikram Mehta,Female,18,Grade 11,Bachelor's Degree,12.3,58.7,Yes,Yes,Not Completed,6.5,45.0,50.0,50.0,36.0,46.4,No,High,50.0,45.3,7.22,1.4
STU10174,Gaurav Sen,Male,17,Grade 10,High School,6.7,83.1,Yes,Yes,Not Completed,5.3,36.7,30.0,36.0,38.0,29.1,No,High,33.0,34.7,5.57,-7.6
STU10175,Dev Saxena,Male,18,Grade 10,Some College,16.0,76.3,Yes,No,Not Completed,5.9,52.9,44.0,53.0,45.0,47.0,No,High,48.5,47.3,12.21,-5.9
STU10176,Swati Choudhary,Male,19,Grade 12,Associate Degree,6.0,99.0,Yes,Yes,Not Completed,7.3,63.0,67.0,53.0,66.0,68.7,Yes,Medium,60.0,62.0,5.94,5.7
STU10177,Aditya Menon,Female,19,Grade 10,Bachelor's Degree,8.5,69.1,Yes,No,Not Completed,6.1,45.5,52.0,41.0,43.0,47.0,No,High,46.5,45.3,5.87,1.5
STU10178,Deepika Verma,Male,16,Grade 10,High School,6.8,84.6,Yes,No,Not Completed,6.4,35.3,29.0,25.0,28.0,30.7,No,High,27.0,27.3,5.75,-4.6
STU10179,Ananya Mehta,Male,19,Grade 12,Some College,5.5,78.4,Yes,Yes,Completed,7.7,52.6,45.0,52.0,53.0,56.7,Yes,Medium,48.5,50.0,4.31,4.1
STU10180,Akash Saxena,Male,15,Grade 11,Bachelor's Degree,11.8,73.3,Yes,Yes,Not Completed,8.7,53.5,52.0,56.0,60.0,59.0,Yes,Medium,54.0,56.0,8.65,5.5
STU10181,Gaurav Mishra,Male,17,Grade 12,Associate Degree,9.4,93.2,Yes,Yes,Completed,6.6,52.5,50.0,57.0,45.0,59.4,Yes,Medium,53.5,50.7,8.76,6.9
STU10182,Varun Ghosh,Male,15,Grade 12,Bachelor's Degree,13.9,84.0,Yes,Yes,Completed,6.9,59.5,61.0,47.0,61.0,61.6,Yes,Medium,54.0,56.3,11.68,2.1
STU10183,Rohan Menon,Male,19,Grade 11,Bachelor's Degree,10.6,55.4,Yes,Yes,Not Completed,7.4,35.0,34.0,32.0,38.0,34.2,No,High,33.0,34.7,5.87,-0.8
STU10184,Priya Joshi,Female,19,Grade 12,Bachelor's Degree,11.3,85.9,Yes,Yes,Not Completed,7.7,62.1,53.0,63.0,62.0,59.4,Yes,Medium,58.0,59.3,9.71,-2.7
STU10185,Priya Dhawan,Female,16,Grade 11,High School,5.9,92.0,Yes,Yes,Completed,7.7,59.3,59.0,65.0,69.0,68.9,Yes,Medium,62.0,64.3,5.43,9.6
STU10186,Bhavna Srivastava,Male,16,Grade 12,Bachelor's Degree,18.6,92.5,Yes,No,Not Completed,7.4,53.6,55.0,58.0,48.0,56.5,Yes,Medium,56.5,53.7,17.21,2.9
STU10187,Tara Ghosh,Female,18,Grade 11,Some College,14.5,87.2,Yes,No,Completed,5.6,64.8,54.0,54.0,64.0,56.5,Yes,Medium,54.0,57.3,12.64,-8.3
STU10188,Manav Rao,Male,15,Grade 10,Associate Degree,19.1,69.5,Yes,No,Not Completed,4.2,54.5,53.0,45.0,55.0,50.5,Yes,High,49.0,51.0,13.27,-4.0
STU10189,Tanvi Bhatt,Male,17,Grade 12,Associate Degree,2.4,93.1,No,No,Not Completed,6.8,43.0,38.0,41.0,43.0,40.2,No,High,39.5,40.7,2.23,-2.8
STU10190,Zara Shukla,Female,18,Grade 10,Bachelor's Degree,13.2,82.8,Yes,Yes,Completed,6.8,59.8,56.0,47.0,54.0,52.7,Yes,High,51.5,52.3,10.93,-7.1
STU10191,Karan Tiwari,Male,15,Grade 11,High School,2.5,90.6,Yes,Yes,Not Completed,6.2,36.4,37.0,41.0,33.0,33.1,No,High,39.0,37.0,2.26,-3.3
STU10192,Kartik Sharma,Male,18,Grade 10,Associate Degree,7.3,92.9,Yes,Yes,Not Completed,6.9,45.3,49.0,40.0,43.0,44.8,No,High,44.5,44.0,6.78,-0.5
STU10193,Aditya Chatterjee,Male,19,Grade 11,Some College,10.6,91.7,Yes,No,Not Completed,7.9,44.2,38.0,55.0,42.0,34.3,No,High,46.5,45.0,9.72,-9.9
STU10194,Abhinav Srivastava,Female,16,Grade 11,Bachelor's Degree,3.0,66.9,Yes,Yes,Completed,9.1,56.3,69.0,53.0,56.0,53.3,Yes,High,61.0,59.3,2.01,-3.0
STU10195,Neha Malhotra,Male,18,Grade 12,Some College,4.6,92.2,Yes,Yes,Not Completed,6.2,44.7,46.0,41.0,37.0,42.9,No,High,43.5,41.3,4.24,-1.8
STU10196,Shreya Krishnan,Female,19,Grade 10,High School,14.5,79.0,Yes,Yes,Not Completed,6.1,43.7,45.0,51.0,38.0,48.7,No,High,48.0,44.7,11.46,5.0
STU10197,Preeti Mehta,Male,19,Grade 10,Some College,5.1,87.9,Yes,Yes,Not Completed,6.2,43.1,32.0,55.0,33.0,47.7,No,High,43.5,40.0,4.48,4.6
STU10198,Neha Bhatt,Female,16,Grade 10,High School,6.4,91.0,No,Yes,Not Completed,4.7,49.9,45.0,50.0,48.0,48.3,No,High,47.5,47.7,5.82,-1.6
STU10199,Lavanya Krishnan,Female,18,Grade 12,High School,9.1,59.0,Yes,Yes,Not Completed,6.5,40.1,30.0,44.0,39.0,35.6,No,High,37.0,37.7,5.37,-4.5
STU10200,Aryan Chopra,Male,18,Grade 11,High School,7.2,87.3,Yes,No,Not Completed,6.9,44.5,53.0,50.0,48.0,50.7,Yes,High,51.5,50.3,6.29,6.2
STU10201,Aman Iyer,Male,19,Grade 10,Master's Degree,9.5,73.7,No,Yes,Completed,8.1,54.5,46.0,47.0,45.0,45.5,No,High,46.5,46.0,7.0,-9.0
STU10202,Siddharth Banerjee,Female,15,Grade 11,Master's Degree,3.8,70.7,Yes,Yes,Not Completed,8.3,48.0,49.0,57.0,40.0,56.9,Yes,Medium,53.0,48.7,2.69,8.9
STU10203,Manav Rao,Male,15,Grade 11,Some College,6.8,89.6,Yes,No,Completed,6.5,55.4,65.0,53.0,42.0,59.4,Yes,Medium,59.0,53.3,6.09,4.0
STU10204,Sanjay Mishra,Male,16,Grade 11,Some College,2.7,92.2,Yes,No,Not Completed,7.3,49.6,52.0,50.0,38.0,46.2,No,High,51.0,46.7,2.49,-3.4
STU10205,Varun Das,Male,17,Grade 12,High School,10.2,93.3,Yes,Yes,Not Completed,6.9,51.4,63.0,38.0,53.0,53.9,Yes,High,50.5,51.3,9.52,2.5
STU10206,Varun Jain,Male,17,Grade 10,Some College,10.1,86.0,Yes,Yes,Not Completed,8.2,45.9,43.0,54.0,36.0,41.5,No,High,48.5,44.3,8.69,-4.4
STU10207,Gaurav Iyer,Male,16,Grade 11,Bachelor's Degree,4.0,61.2,Yes,No,Not Completed,6.9,35.0,25.0,37.0,32.0,34.1,No,High,31.0,31.3,2.45,-0.9
STU10208,Rohan Deshmukh,Male,18,Grade 11,High School,20.2,79.1,Yes,No,Completed,5.9,62.7,64.0,62.0,57.0,62.5,Yes,Medium,63.0,61.0,15.98,-0.2
STU10209,Mohit Verma,Male,15,Grade 10,Some College,2.0,97.0,Yes,Yes,Not Completed,8.5,49.8,56.0,47.0,44.0,51.0,Yes,High,51.5,49.0,1.94,1.2
STU10210,Kartik Dutta,Male,15,Grade 11,Bachelor's Degree,6.5,78.5,Yes,Yes,Not Completed,7.2,50.9,39.0,61.0,50.0,57.3,Yes,Medium,50.0,50.0,5.1,6.4
STU10211,Arjun Chatterjee,Male,15,Grade 12,Associate Degree,17.6,77.3,Yes,Yes,Not Completed,8.4,61.1,55.0,76.0,43.0,61.7,Yes,Medium,65.5,58.0,13.6,0.6
STU10212,Diya Bhatt,Female,15,Grade 11,Some College,2.4,93.2,Yes,No,Not Completed,6.2,47.1,56.0,53.0,41.0,54.7,Yes,High,54.5,50.0,2.24,7.6
STU10213,Rahul Rao,Male,15,Grade 11,Master's Degree,10.1,97.5,Yes,Yes,Not Completed,8.4,55.2,51.0,46.0,55.0,51.7,Yes,High,48.5,50.7,9.85,-3.5
STU10214,Swati Dubey,Male,17,Grade 12,Bachelor's Degree,5.9,80.0,Yes,Yes,Not Completed,6.9,46.4,32.0,55.0,45.0,47.1,No,High,43.5,44.0,4.72,0.7
STU10215,Preeti Ghosh,Female,19,Grade 10,Some College,4.2,91.5,Yes,No,Completed,7.1,55.4,49.0,40.0,50.0,51.7,Yes,High,44.5,46.3,3.84,-3.7
STU10216,Kavya Saxena,Female,15,Grade 11,High School,4.9,78.7,Yes,Yes,Not Completed,6.3,40.2,35.0,34.0,32.0,29.7,No,High,34.5,33.7,3.86,-10.5
STU10217,Arjun Nair,Male,16,Grade 12,Associate Degree,17.1,69.4,Yes,Yes,Not Completed,6.6,58.4,47.0,60.0,62.0,54.0,Yes,High,53.5,56.3,11.87,-4.4
STU10218,Pooja Patel,Female,17,Grade 10,High School,14.4,95.4,No,Yes,Not Completed,8.0,61.6,56.0,65.0,73.0,62.5,Yes,Medium,60.5,64.7,13.74,0.9
STU10219,Aryan Pandey,Male,18,Grade 10,Some College,2.2,64.2,Yes,Yes,Not Completed,7.6,35.6,29.0,39.0,32.0,33.2,No,High,34.0,33.3,1.41,-2.4
STU10220,Kavya Chatterjee,Male,19,Grade 12,Associate Degree,12.6,80.6,Yes,No,Completed,5.8,64.9,71.0,68.0,64.0,63.7,Yes,Medium,69.5,67.7,10.16,-1.2
STU10221,Riya Mehta,Female,15,Grade 12,Bachelor's Degree,6.7,71.1,Yes,Yes,Not Completed,7.0,53.1,35.0,48.0,46.0,44.7,No,High,41.5,43.0,4.76,-8.4
STU10222,Siddharth Roy,Female,18,Grade 12,High School,8.3,69.8,Yes,No,Completed,6.8,51.0,52.0,44.0,50.0,42.1,No,High,48.0,48.7,5.79,-8.9
STU10223,Diya Choudhary,Male,17,Grade 11,Associate Degree,8.4,84.2,Yes,Yes,Not Completed,7.3,55.8,65.0,62.0,46.0,51.7,Yes,High,63.5,57.7,7.07,-4.1
STU10224,Rahul Sharma,Male,17,Grade 12,High School,11.5,73.6,Yes,Yes,Completed,6.0,59.7,65.0,59.0,58.0,63.1,Yes,Medium,62.0,60.7,8.46,3.4
STU10225,Varun Mehta,Female,18,Grade 11,Associate Degree,8.4,92.7,Yes,Yes,Completed,6.3,59.3,58.0,65.0,57.0,59.2,Yes,Medium,61.5,60.0,7.79,-0.1
STU10226,Kritika Mishra,Male,17,Grade 11,Some College,13.3,76.1,Yes,Yes,Not Completed,8.2,55.5,56.0,56.0,64.0,58.5,Yes,Medium,56.0,58.7,10.12,3.0
STU10227,Pooja Banerjee,Male,18,Grade 10,Associate Degree,6.0,74.3,Yes,Yes,Not Completed,6.7,37.1,36.0,44.0,49.0,46.6,No,High,40.0,43.0,4.46,9.5
STU10228,Kavya Jain,Male,19,Grade 11,Bachelor's Degree,3.5,89.8,Yes,No,Not Completed,8.7,50.6,58.0,40.0,40.0,48.9,No,High,49.0,46.0,3.14,-1.7
STU10229,Gaurav Saxena,Female,18,Grade 11,Bachelor's Degree,2.0,89.2,Yes,Yes,Not Completed,6.8,53.7,47.0,36.0,44.0,46.3,No,High,41.5,42.3,1.78,-7.4
STU10230,Aarav Bose,Female,19,Grade 12,Master's Degree,4.3,86.6,Yes,No,Not Completed,5.7,39.3,25.0,29.0,33.0,40.4,No,High,27.0,29.0,3.72,1.1
STU10231,Shreya Saxena,Female,19,Grade 11,Associate Degree,8.7,55.9,Yes,Yes,Completed,6.4,40.3,36.0,33.0,43.0,38.0,No,High,34.5,37.3,4.86,-2.3
STU10232,Dev Banerjee,Male,16,Grade 12,Associate Degree,5.3,53.3,Yes,Yes,Not Completed,5.3,35.0,33.0,33.0,45.0,31.4,No,High,33.0,37.0,2.82,-3.6
STU10233,Arjun Gupta,Male,18,Grade 10,High School,14.6,70.9,Yes,No,Completed,7.5,57.7,49.0,55.0,52.0,62.9,Yes,Medium,52.0,52.0,10.35,5.2
STU10234,Kritika Khan,Female,15,Grade 11,Master's Degree,10.5,88.6,No,Yes,Not Completed,6.3,51.2,63.0,44.0,46.0,53.2,Yes,High,53.5,51.0,9.3,2.0
STU10235,Karan Bhatt,Female,16,Grade 10,Associate Degree,6.9,82.7,Yes,Yes,Not Completed,8.3,53.7,55.0,41.0,62.0,53.9,Yes,High,48.0,52.7,5.71,0.2
STU10236,Varun Khan,Male,16,Grade 11,Associate Degree,10.8,66.5,Yes,No,Not Completed,7.8,38.4,36.0,32.0,35.0,34.6,No,High,34.0,34.3,7.18,-3.8
STU10237,Aman Saxena,Male,15,Grade 11,High School,5.8,85.2,Yes,Yes,Completed,8.9,60.2,58.0,66.0,59.0,56.3,Yes,Medium,62.0,61.0,4.94,-3.9
STU10238,Vikram Verma,Female,18,Grade 12,Associate Degree,5.9,96.9,No,No,Not Completed,7.1,44.0,35.0,37.0,43.0,37.4,No,High,36.0,38.3,5.72,-6.6
STU10239,Aisha Joshi,Male,15,Grade 11,Some College,18.7,76.8,Yes,Yes,Completed,7.5,60.6,61.0,72.0,63.0,64.7,Yes,Medium,66.5,65.3,14.36,4.1
STU10240,Varun Krishnan,Male,17,Grade 12,High School,4.6,65.6,Yes,Yes,Not Completed,6.6,35.0,41.0,30.0,43.0,44.2,No,High,35.5,38.0,3.02,9.2
STU10241,Anjali Tiwari,Male,17,Grade 10,Bachelor's Degree,9.2,86.8,Yes,Yes,Not Completed,5.9,62.7,55.0,53.0,59.0,65.1,Yes,Medium,54.0,55.7,7.99,2.4
STU10242,Swati Choudhary,Male,15,Grade 12,Some College,14.2,45.0,Yes,No,Completed,5.5,54.5,47.0,42.0,55.0,48.9,No,High,44.5,48.0,6.39,-5.6
STU10243,Neha Deshmukh,Female,15,Grade 12,Bachelor's Degree,18.8,49.1,Yes,Yes,Not Completed,5.0,51.1,53.0,50.0,48.0,44.3,No,High,51.5,50.3,9.23,-6.8
STU10244,Lavanya Mishra,Male,15,Grade 10,High School,12.3,90.4,No,Yes,Not Completed,7.1,53.9,54.0,63.0,49.0,57.9,Yes,Medium,58.5,55.3,11.12,4.0
STU10245,Rohan Gupta,Male,18,Grade 10,High School,12.2,87.4,Yes,Yes,Not Completed,7.1,41.5,35.0,34.0,47.0,39.6,No,High,34.5,38.7,10.66,-1.9
STU10246,Arjun Iyer,Female,18,Grade 11,High School,15.5,88.2,Yes,No,Not Completed,8.1,57.4,52.0,54.0,58.0,54.1,Yes,High,53.0,54.7,13.67,-3.3
STU10247,Aisha Dubey,Male,19,Grade 12,Bachelor's Degree,6.4,63.4,Yes,Yes,Completed,7.0,50.0,46.0,51.0,52.0,52.4,Yes,High,48.5,49.7,4.06,2.4
STU10248,Sanjay Verma,Male,15,Grade 11,Associate Degree,7.5,78.4,Yes,Yes,Not Completed,8.8,53.2,56.0,48.0,43.0,47.7,No,High,52.0,49.0,5.88,-5.5
STU10249,Ritu Bhatt,Male,15,Grade 12,Bachelor's Degree,5.4,92.9,Yes,No,Completed,6.5,57.4,48.0,55.0,50.0,48.8,No,High,51.5,51.0,5.02,-8.6
STU10250,Aisha Agarwal,Male,18,Grade 10,Bachelor's Degree,6.4,90.4,No,No,Completed,7.5,68.1,65.0,59.0,66.0,68.1,Yes,Medium,62.0,63.3,5.79,0.0
STU10251,Aisha Nair,Male,19,Grade 12,Bachelor's Degree,5.5,77.3,Yes,No,Completed,8.1,58.4,47.0,62.0,56.0,55.5,Yes,Medium,54.5,55.0,4.25,-2.9
STU10252,Nikhil Singh,Male,17,Grade 10,High School,7.0,86.6,Yes,No,Not Completed,6.6,37.5,52.0,39.0,38.0,44.0,No,High,45.5,43.0,6.06,6.5
STU10253,Meera Pillai,Female,16,Grade 12,Bachelor's Degree,9.4,55.5,Yes,Yes,Not Completed,8.2,50.9,42.0,44.0,48.0,45.6,No,High,43.0,44.7,5.22,-5.3
STU10254,Abhinav Sen,Female,15,Grade 11,Bachelor's Degree,4.2,81.2,Yes,Yes,Not Completed,7.2,45.1,50.0,36.0,43.0,46.4,No,High,43.0,43.0,3.41,1.3
STU10255,Kavya Malhotra,Female,15,Grade 12,Associate Degree,5.7,90.9,Yes,Yes,Not Completed,7.9,42.7,26.0,42.0,46.0,40.0,No,High,34.0,38.0,5.18,-2.7
STU10256,Nisha Dutta,Female,16,Grade 11,Some College,3.2,73.6,Yes,Yes,Not Completed,7.7,35.4,39.0,35.0,28.0,32.1,No,High,37.0,34.0,2.36,-3.3
STU10257,Diya Sen,Female,17,Grade 10,Associate Degree,3.0,86.5,Yes,No,Not Completed,7.3,42.7,43.0,41.0,36.0,46.6,No,High,42.0,40.0,2.6,3.9
STU10258,Kabir Dubey,Male,16,Grade 10,Associate Degree,9.3,93.6,Yes,No,Completed,6.4,54.5,46.0,55.0,44.0,48.5,No,High,50.5,48.3,8.7,-6.0
STU10259,Mohit Patel,Female,15,Grade 11,Some College,2.6,70.8,No,Yes,Completed,5.9,35.0,37.0,30.0,35.0,32.8,No,High,33.5,34.0,1.84,-2.2
STU10260,Kavya Dutta,Male,15,Grade 10,High School,10.3,82.0,Yes,Yes,Not Completed,7.2,41.2,33.0,34.0,31.0,39.8,No,High,33.5,32.7,8.45,-1.4
STU10261,Rahul Singh,Female,18,Grade 12,High School,2.0,89.3,Yes,No,Completed,6.1,46.2,35.0,32.0,42.0,39.0,No,High,33.5,36.3,1.79,-7.2
STU10262,Meera Reddy,Male,18,Grade 11,High School,10.7,64.6,Yes,Yes,Completed,6.4,49.1,53.0,39.0,40.0,39.8,No,High,46.0,44.0,6.91,-9.3
STU10263,Kartik Dutta,Female,18,Grade 12,High School,15.4,63.7,Yes,Yes,Not Completed,8.8,49.7,55.0,45.0,47.0,43.9,No,High,50.0,49.0,9.81,-5.8
STU10264,Dev Roy,Female,19,Grade 11,Bachelor's Degree,6.5,94.3,Yes,Yes,Not Completed,8.3,49.1,45.0,40.0,47.0,48.9,No,High,42.5,44.0,6.13,-0.2
STU10265,Lavanya Patel,Female,18,Grade 11,High School,7.0,92.1,Yes,Yes,Completed,5.8,43.8,36.0,51.0,48.0,48.2,No,High,43.5,45.0,6.45,4.4
STU10266,Tara Nair,Male,18,Grade 10,High School,6.9,72.4,No,Yes,Not Completed,7.9,37.8,34.0,47.0,39.0,39.4,No,High,40.5,40.0,5.0,1.6
STU10267,Sneha Deshmukh,Female,15,Grade 10,Some College,13.7,91.6,Yes,No,Not Completed,6.4,54.2,63.0,46.0,62.0,57.4,Yes,Medium,54.5,57.0,12.55,3.2
STU10268,Simran Roy,Male,18,Grade 12,Some College,3.9,90.5,Yes,Yes,Not Completed,6.0,37.6,25.0,37.0,42.0,33.5,No,High,31.0,34.7,3.53,-4.1
STU10269,Bhavna Saxena,Male,19,Grade 12,Some College,12.3,94.7,Yes,No,Not Completed,8.0,59.0,56.0,60.0,64.0,55.8,Yes,Medium,58.0,60.0,11.65,-3.2
STU10270,Tara Nair,Female,19,Grade 12,High School,13.3,63.0,No,Yes,Not Completed,6.9,36.0,37.0,26.0,33.0,35.3,No,High,31.5,32.0,8.38,-0.7
STU10271,Nisha Menon,Male,16,Grade 11,Associate Degree,19.2,97.7,Yes,No,Not Completed,7.1,70.8,63.0,71.0,70.0,61.1,Yes,Medium,67.0,68.0,18.76,-9.7
STU10272,Tanvi Pillai,Male,18,Grade 12,Associate Degree,3.8,83.1,Yes,No,Not Completed,7.1,41.1,57.0,25.0,42.0,38.9,No,High,41.0,41.3,3.16,-2.2
STU10273,Arjun Deshmukh,Male,17,Grade 12,Bachelor's Degree,8.3,90.0,Yes,Yes,Completed,4.7,61.1,44.0,57.0,69.0,58.4,Yes,Medium,50.5,56.7,7.47,-2.7
STU10274,Rahul Khan,Female,18,Grade 10,Some College,24.0,91.0,Yes,Yes,Completed,6.9,84.6,81.0,83.0,77.0,84.5,Yes,Low,82.0,80.3,21.84,-0.1
STU10275,Sneha Joshi,Female,18,Grade 10,Some College,7.0,87.7,Yes,Yes,Completed,6.1,52.0,61.0,56.0,55.0,53.3,Yes,High,58.5,57.3,6.14,1.3
STU10276,Anjali Khan,Female,19,Grade 10,Some College,17.5,70.6,Yes,Yes,Completed,7.0,61.4,66.0,53.0,59.0,64.9,Yes,Medium,59.5,59.3,12.36,3.5
STU10277,Kritika Shukla,Male,15,Grade 11,High School,2.6,74.4,Yes,Yes,Not Completed,7.8,35.0,27.0,36.0,28.0,30.7,No,High,31.5,30.3,1.93,-4.3
STU10278,Nikhil Menon,Female,17,Grade 12,Master's Degree,11.8,88.5,Yes,Yes,Completed,8.8,60.1,56.0,56.0,56.0,55.9,Yes,Medium,56.0,56.0,10.44,-4.2
STU10279,Pooja Pandey,Female,19,Grade 12,Associate Degree,16.4,87.3,Yes,Yes,Not Completed,8.3,56.9,46.0,65.0,54.0,57.0,Yes,Medium,55.5,55.0,14.32,0.1
STU10280,Nisha Verma,Male,16,Grade 10,Some College,13.4,79.0,Yes,Yes,Completed,7.9,65.5,59.0,71.0,62.0,61.1,Yes,Medium,65.0,64.0,10.59,-4.4
STU10281,Nikhil Shukla,Male,15,Grade 11,Bachelor's Degree,4.0,45.0,Yes,Yes,Not Completed,6.5,35.0,29.0,33.0,39.0,34.2,No,High,31.0,33.7,1.8,-0.8
STU10282,Akash Choudhary,Male,19,Grade 12,High School,18.0,85.4,Yes,No,Completed,4.1,64.4,61.0,63.0,46.0,59.6,Yes,Medium,62.0,56.7,15.37,-4.8
STU10283,Ritu Shukla,Female,19,Grade 12,Associate Degree,10.3,67.4,No,No,Completed,6.9,55.7,54.0,49.0,59.0,52.9,Yes,High,51.5,54.0,6.94,-2.8
STU10284,Gaurav Dhawan,Female,16,Grade 11,High School,9.0,98.0,No,Yes,Completed,7.1,50.7,43.0,48.0,58.0,49.4,No,High,45.5,49.7,8.82,-1.3
